n,size,x,y,z,vx,vy,vz,t0,st,time_end,xfinal,yfinal,zfinal,vxfinal,vyfinal,vzfinal
208,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0252957718942346,-0.0674151881151545,-0.0260144178422882,0.0,1,877.0,0.0,0.0,0.0,0.0,0.0,0.0
209,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0253222042577605,-0.0674856324078558,-0.0260416011420189,0.0,3,2.7897015856482366,34.72254779,66.47182219,27.60539448,0.023409188350000002,-0.06581124199999999,-0.03622190026
210,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0253486366212863,-0.0675560767005572,-0.0260687844417497,0.0,3,2.7423462615741623,59.77265195,-28.79273276,37.996918,0.051323673769999995,0.03727791994,-0.05128340991
211,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0253750689848122,-0.0676265209932585,-0.0260959677414804,0.0,2,1562.8022837615745,-353.81942560000005,-32.20368267,150.7306298,0.12398243660000001,-0.1425137942,0.011974396540000001
212,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.025401501348338,-0.0676969652859598,-0.0261231510412111,0.0,2,3.2817339930559197,-51.845825510000004,394.5587625,-34.46566753,-0.01677295453,-0.1408811904,0.028450799159999998
213,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0254279337118639,-0.0677674095786611,-0.0261503343409418,0.0,3,2.3787988078704587,-82.99785507,-9.176461463,20.50634832,0.0700743298,0.02241921192,-0.02857944521
214,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0254543660753897,-0.0678378538713624,-0.0261775176406725,0.0,3,2.4217131597231383,13.57994302,59.913291470000004,-39.5600226,0.002470780228,-0.08030515637,-0.00723670649
215,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0254807984389156,-0.0679082981640637,-0.0262047009404032,0.0,2,15.564333530093231,-289.1015452,-282.2920983,-19.634523509999998,0.08992041442,0.01829753964,-0.01844575193
216,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0255072308024414,-0.067978742456765,-0.0262318842401339,0.0,3,3.3763300578710105,-88.44548686,12.841539410000001,-0.05836603698,0.07446917447,-0.005238452072000001,-0.02129080205
217,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0255336631659673,-0.0680491867494663,-0.0262590675398646,0.0,3,24.53268538194536,16.06134985,43.74274077,-48.07405658,-0.023229951369999998,-0.10241555379999999,-0.02487094528
218,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0255600955294931,-0.0681196310421676,-0.0262862508395953,0.0,0,3000.0,1136.6052832100002,-2108.33562301,364.10384321600003,-0.1066265656,-0.12248320359999999,-0.010625219029999999
219,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0255865278930189,-0.068190075334869,-0.026313434139326,0.0,3,5.151046493056196,-16.06727584,-39.07478226,49.92588212,0.06093539342,0.050611804219999994,-0.01931410427
220,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0256129602565448,-0.0682605196275703,-0.0263406174390567,0.0,3,3.3625511226858253,-28.41384806,79.73802183,5.27518923,0.03756180229,-0.061855148389999996,-0.02581239171
221,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0256393926200706,-0.0683309639202716,-0.0263678007387875,0.0,3,2.327327743055368,45.45748308,67.61716006,18.313876660000002,-0.004163429038,-0.07289225696,-0.029413865339999998
222,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0256658249835965,-0.0684014082129729,-0.0263949840385182,0.0,2,2.3757698726861016,280.7853155,280.5704922,-59.49362395,-0.08190164803,-0.006788726084,0.07337057193
223,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0256922573471223,-0.0684718525056742,-0.0264221673382489,0.0,3,7.434250196759347,43.02639309,4.566541378,50.31907345,0.04959328828,0.05195858535,-0.04712271277
224,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0257186897106482,-0.0685422967983755,-0.0264493506379796,0.0,2,2.036438854167031,347.9916401,210.15869220000002,14.81068301,-0.06162759536,0.0289369735,0.01468187004
225,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.025745122074174,-0.0686127410910768,-0.0264765339377103,0.0,3,1.897632141204344,-84.39326095,6.980585071,18.498005680000002,0.07320918577999999,0.01418236983,-0.02797892284
226,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0257715544376999,-0.0686831853837781,-0.026503717237441,0.0,3,1.9460719560183308,14.02651247,56.27774868,-41.914048949999994,0.001001467289,-0.08193330325999999,-0.0036436815230000003
227,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0257979868012257,-0.0687536296764795,-0.0265309005371717,0.0,2,97.04851177083397,179.188512,-360.01860760000005,3.775373728,0.06539529254,0.09574474688000001,0.1130770684
228,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0258244191647516,-0.0688240739691808,-0.0265580838369024,0.0,2,83.2151645486112,88.01254421,-388.27589789999996,35.72371206,0.09740405130999999,0.08127538833999999,0.05969003387
229,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0258508515282774,-0.0688945182618821,-0.0265852671366331,0.0,3,5.387852048611752,-79.65066277,23.561648879999996,-20.661066329999997,0.07797182155,-0.004614591605,-0.01274359752
230,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0258772838918033,-0.0689649625545834,-0.0266124504363638,0.0,1,289.0,0.0,0.0,0.0,0.0,0.0,0.0
231,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0259037162553291,-0.0690354068472847,-0.0266396337360945,0.0,3,8.309269872685826,-20.5898572,75.74367828999999,-21.77321003,-0.03875616979,-0.06637890261,-0.01238077967
232,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0259301486188549,-0.069105851139986,-0.0266668170358252,0.0,3,12.854254826388702,-10.24455321,30.438460180000003,-53.234317090000005,-0.011688328400000001,-0.07423629866999999,0.028321043499999997
233,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0259565809823808,-0.0691762954326873,-0.026694000335556,0.0,3,21.583465474537675,-66.38250178,-29.92542958,32.72694722,0.06714459343,0.005648132937,-0.0352830758
234,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0259830133459066,-0.0692467397253886,-0.0267211836352867,0.0,3,87.47675714120408,86.01539094,-16.81094803,10.90020955,-0.07055358443,-0.09525897733000001,0.031491390620000004
235,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0260094457094325,-0.0693171840180899,-0.0267483669350174,0.0,3,3.406240937500088,-9.259826581,80.28523323,-16.88779435,0.046971947490000006,-0.059786978240000004,-0.02015858228
236,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0260358780729583,-0.0693876283107913,-0.0267755502347481,0.0,2,3.4939157060188824,-339.3737737,223.6975904,10.46018031,0.1253080474,-0.10540452959999999,0.006179908702
237,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0260623104364842,-0.0694580726034926,-0.0268027335344788,0.0,3,3.7725707986109236,66.57669844,-31.854510209999997,31.684508089999998,0.04822596157,0.03697082879,-0.055756651760000005
238,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.02608874280001,-0.0695285168961939,-0.0268299168342095,0.0,3,9.734680752315455,80.27935072,16.15806926,-22.83261962,-0.06955897088,-0.04015615769,-0.01494090219
239,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0261151751635359,-0.0695989611888952,-0.0268571001339402,0.0,3,20.437596261574438,-18.9463569,43.18837283,47.89740587,0.0691422225,-0.01923486109,-0.03651657439
240,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0261416075270617,-0.0696694054815965,-0.0268842834336709,0.0,3,10.534878668982397,10.1847809,44.892654730000004,48.243460750000004,-0.02791509751,-0.07730129322,-0.010556635009999999
241,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0261680398905876,-0.0697398497742978,-0.0269114667334016,0.0,3,9.253495567130546,-11.987951729999999,-75.07791756,25.14906445,0.06537831909,0.02183518473,-0.03772740899
242,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0261944722541134,-0.0698102940669991,-0.0269386500331323,0.0,3,1.8379839930559199,62.72135867,56.081286490000004,15.00192657,-0.004383558005,-0.07465821023000001,-0.03004083258
243,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0262209046176393,-0.0698807383597004,-0.026965833332863,0.0,3,32.95519579861175,78.94241386,33.80780857,14.09131237,-0.06417869024,-0.07819116291,-0.07765883628
244,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0262473369811651,-0.0699511826524017,-0.0269930166325938,0.0,2,326.45480922453794,333.5249634,-190.1761307,-100.95836,-0.1043323241,0.1058496731,0.06679221336
245,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0262737693446909,-0.0700216269451031,-0.0270201999323245,0.0,2,1.521481678241657,-282.8528786,289.4806398,6.054577291,0.1082737513,-0.1339388384,0.007947187232
246,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0263002017082168,-0.0700920712378044,-0.0270473832320552,0.0,3,1.4148566782405532,-83.55551833,7.030452884,19.84143123,0.07585818157,0.008547085152,-0.028268398559999998
247,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0263266340717426,-0.0701625155305057,-0.0270745665317859,0.0,3,1.4458370023151792,1.196752956,78.57563938999999,-21.118138549999998,0.03504586947,-0.06979237116,-0.01882808268
248,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0263530664352685,-0.070232959823207,-0.0271017498315166,0.0,3,49.70835320601861,-51.142426320000006,52.32148757,30.930307210000002,0.07739364817,0.03806745025,-0.03353433629
249,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0263794987987943,-0.0703034041159083,-0.0271289331312473,0.0,3,18.13736940972231,-19.93530522,78.52398196,16.77715328,0.05487789634,-0.022745656950000002,-0.04491130311
250,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0264059311623202,-0.0703738484086096,-0.027156116430978,0.0,3,8.916448113425739,-10.2950008,29.677085379999998,-53.40507743999999,0.02959729908,-0.07163325767,0.02370764438
251,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.026432363525846,-0.0704442927013109,-0.0271832997307087,0.0,3,2.432475891204344,-42.3376119,71.30988570000001,-14.44385682,0.06121678999,-0.048061883080000006,-0.01882353856
252,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0264587958893719,-0.0705147369940122,-0.0272104830304394,0.0,3,5.857070798611751,-87.77492391,8.636018019,9.131599582,0.07537033955,0.01340541915,-0.024650399589999997
253,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0264852282528977,-0.0705851812867135,-0.0272376663301701,0.0,3,6.371209687500916,-87.73601348,-13.25717292,-6.460869520999999,0.07610941537999999,0.01555984411,-0.0189804813
254,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0265116606164236,-0.0706556255794148,-0.0272648496299008,0.0,3,5.345345104167031,39.7290285,74.24759403,-9.948474334,-0.03571252473,-0.06892455398,-0.01849454666
255,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0265380929799494,-0.0707260698721162,-0.0272920329296315,0.0,3,41.3133717245374,14.897250710000002,-62.18561023,37.73239365,0.06689834857,0.01536965077,-0.014057470130000001
256,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0265645253434753,-0.0707965141648175,-0.0273192162293623,0.0,3,3.9060742708336975,-46.83102377,-70.2455995,-10.75976917,0.07302865586,0.027383553709999998,-0.01777693113
257,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0265909577070011,-0.0708669584575188,-0.027346399529093,0.0,3,8.323023344907496,-87.31162702,15.21076806,-6.90849482,0.07749449413,-0.001078896882,-0.01581091042
258,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0266173900705269,-0.0709374027502201,-0.0273735828288237,0.0,2,78.50616917824165,-365.17645450000003,-172.61180860000002,-41.39492929,0.2149929219,0.03696554236,0.07077519396
259,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0266438224340528,-0.0710078470429214,-0.0274007661285544,0.0,3,27.161589317129994,-21.91830586,-32.24641439,-51.2056611,0.0632128212,-0.01114078276,0.03948260962
260,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0266702547975786,-0.0710782913356227,-0.0274279494282851,0.0,3,29.612031446760174,-18.93974594,39.23918964,-49.446749280000006,0.01888821649,-0.06734768114999999,0.02455238672
261,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0266966871611045,-0.071148735628324,-0.0274551327280158,0.0,2,50.57471315972231,-336.98906669999997,226.5782777,-7.1577017960000004,0.10802399310000001,-0.1542626415,-0.09588417256
262,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0267231195246303,-0.0712191799210253,-0.0274823160277465,0.0,3,2.418831215278694,-83.52237032000001,-28.434210240000002,6.656834977,0.07635756598,0.016676203599999998,-0.02316418857
263,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0267495518881562,-0.0712896242137266,-0.0275094993274772,0.0,2,84.32030806712945,402.0231476,-64.09693075999999,-27.05214908,-0.1436068615,0.09568001031,0.1017469493
264,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.026775984251682,-0.071360068506428,-0.0275366826272079,0.0,1,975.0,0.0,0.0,0.0,0.0,0.0,0.0
265,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0268024166152079,-0.0714305127991293,-0.0275638659269386,0.0,3,9.086989780093232,-1.820230209,51.08386652,45.75937931000001,-0.0539045123,-0.04032115763,-0.043267929049999994
266,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0268288489787337,-0.0715009570918306,-0.0275910492266693,0.0,3,5.451936539352215,6.352969206,15.910123140000001,-56.30555655,-0.02833537739,-0.0742329379,0.02291057136
267,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0268552813422596,-0.0715714013845319,-0.0276182325264001,0.0,3,3.82100714120462,39.13248189,72.93491568,14.45250526,0.041308241380000006,-0.05549021193,-0.04286894899
268,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0268817137057854,-0.0716418456772332,-0.0276454158261308,0.0,2,60.44648052083397,-384.15290630000004,115.0396327,-58.62127281,0.1487167897,-0.1252148622,0.07198858781
269,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0269081460693112,-0.0717122899699345,-0.0276725991258615,0.0,2,6.871151817130546,-316.9932128,237.4959568,-67.07633184000001,0.051037567189999994,-0.1014704308,0.06303864437
270,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0269345784328371,-0.0717827342626358,-0.0276997824255922,0.0,3,19.25426061342574,9.594771009999999,-29.72473906,-53.44267457,0.06678254971,0.04747023869999999,0.02365782057
271,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0269610107963629,-0.0718531785553371,-0.0277269657253229,0.0,3,5.975203900462776,-4.300262342,30.91961731,-53.432869870000005,0.03345188147,-0.07340752656,0.02499204929
272,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0269874431598888,-0.0719236228480384,-0.0277541490250536,0.0,3,45.53971431713,-72.475651,45.33167598,-13.66006545,0.057891844729999996,0.031646658450000004,0.05899378967
273,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0270138755234146,-0.0719940671407397,-0.0277813323247843,0.0,3,14.783125196760174,28.69179381,6.903110115,-54.262151190000004,-0.07621608921,0.01292956654,0.03641914466
274,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0270403078869405,-0.0720645114334411,-0.027808515624515,0.0,2,5.700170335648237,-366.402954,177.0254837,-12.97469833,0.14626977500000002,-0.08208229929,0.01792120154
275,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0270667402504663,-0.0721349557261424,-0.0278356989242457,0.0,3,81.4176911689824,-18.261536539999998,79.50638819,-15.50885279,0.1166183885,-0.014060003299999999,0.0437518999
276,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0270931726139922,-0.0722054000188437,-0.0278628822239764,0.0,1,95.0,0.0,0.0,0.0,0.0,0.0,0.0
277,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.027119604977518,-0.072275844311545,-0.0278900655237071,0.0,2,123.58959163194453,30.806281279999997,282.97018499999996,-212.9190115,0.543681064,-0.24478696970000002,0.22375190499999997
278,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0271460373410439,-0.0723462886042463,-0.0279172488234378,0.0,3,3.96647936342629,-7.281489007,50.99253512,-45.606449860000005,0.0031376367170000002,-0.08542575226,0.001536621825
279,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0271724697045697,-0.0724167328969476,-0.0279444321231686,0.0,3,3.9156425578712866,-88.89731776,5.449143109,5.48692698,0.0783556621,-0.006152792332,-0.02392545476
280,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0271989020680956,-0.0724871771896489,-0.0279716154228993,0.0,2,6.6422386226858245,-226.9199701,325.824062,53.13755325,0.03329663637,-0.1263148153,-0.05280914286
281,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0272253344316214,-0.0725576214823502,-0.02799879872263,0.0,3,4.311150659722863,69.95519798000001,51.83741818000001,6.313427288000001,0.01779623361,-0.07049121168,-0.0391361985
282,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0272517667951472,-0.0726280657750515,-0.0280259820223607,0.0,3,5.850112465277866,-17.39921,80.48968976,13.38789049,0.05497174007,-0.04915961214,-0.033831724460000004
283,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0272781991586731,-0.0726985100677529,-0.0280531653220914,0.0,3,5.379818483796661,-5.002885568,81.53381545,-14.70541844,0.024991065950000002,-0.07475053003,-0.01958638857
284,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0273046315221989,-0.0727689543604542,-0.0280803486218221,0.0,3,4.293696956019159,-0.7779551433999999,19.43971275,55.94657942,0.06288362873,0.01740896986,-0.05291454883
285,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0273310638857248,-0.0728393986531555,-0.0281075319215528,0.0,2,6.476538391204344,-19.50078759,-387.6614452,74.26676698,0.04524650299,0.1568314911,-0.024473765529999997
286,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0273574962492506,-0.0729098429458568,-0.0281347152212835,0.0,3,3.9114295949083235,-79.33565207,-37.02128616,8.565251242,0.07824777508,0.005151883728,-0.02545519321
287,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0273839286127765,-0.0729802872385581,-0.0281618985210142,0.0,3,3.9155939467596235,-84.02368270999999,26.207979169999998,8.519331931,0.07708388285,-0.015313482540000001,-0.02568561957
288,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0274103609763023,-0.0730507315312594,-0.0281890818207449,0.0,3,3.919021030093233,-79.92780767,37.27834668,4.944819074,0.07592612442,-0.021087805180000002,-0.0248444413
289,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0274367933398282,-0.0731211758239607,-0.0282162651204756,0.0,3,14.814457372684998,55.5241166,27.8673418,-40.83228965,-0.07799725908,0.01880758963,0.011285511790000001
290,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.027463225703354,-0.073191620116662,-0.0282434484202064,0.0,3,17.336406446760176,-21.088483099999998,-2.393723089,-55.676817570000004,0.0444667902,-0.04930023685,0.0427520057
291,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0274896580668799,-0.0732620644093633,-0.0282706317199371,0.0,2,47.020823113425735,353.1357253,194.86033490000003,-41.83628056,-0.11863996889999999,0.06274980802,0.03126596242
292,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0275160904304057,-0.0733325087020647,-0.0282978150196678,0.0,3,17.77167959490722,-0.20713127650000002,-81.52912153999999,-15.063427119999998,-0.0435842296,0.061798439590000004,0.029859380199999997
293,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0275425227939316,-0.073402952994766,-0.0283249983193985,0.0,2,9.913397187500916,208.6514723,337.75617359999995,51.407284170000004,-0.106656264,-0.118554408,-0.02409433314
294,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0275689551574574,-0.0734733972874673,-0.0283521816191292,0.0,3,48.61912288194453,-36.33005302,40.45551555,44.75640378,0.07465201682,-0.02218708126,0.0024433338600000003
295,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0275953875209832,-0.0735438415801686,-0.0283793649188599,0.0,3,3.405696956018607,-85.16135597,-19.29195161,11.78284736,0.07944258410999999,0.007829164901,-0.026292401280000002
296,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0276218198845091,-0.0736142858728699,-0.0284065482185906,0.0,3,2.92262056713027,52.84963522,33.63074539,-40.33848521,-0.050855830190000006,-0.07147430089000001,-0.006555451327
297,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0276482522480349,-0.0736847301655712,-0.0284337315183213,0.0,3,6.926414548611199,29.09985726,27.54974083,-51.03965891,0.003977008384,-0.08572552199,0.018289353850000002
298,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0276746846115608,-0.0737551744582725,-0.028460914818052,0.0,3,6.877424965278695,-74.60348107,-15.097653399999999,-29.99686641,0.0842015759,0.01146203666,-0.009660191367
299,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0277011169750866,-0.0738256187509738,-0.0284880981177827,0.0,3,4.371685381944257,-48.827725380000004,-70.66316013,2.558311737,0.07114535798,0.03635712745,-0.0239396801
300,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0277275493386125,-0.0738960630436751,-0.0285152814175134,0.0,2,10.492934224537953,231.84330569999997,329.09821450000004,-14.667639180000002,-0.11035916280000001,-0.14878942950000001,-0.03123156992
301,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0277539817021383,-0.0739665073363765,-0.0285424647172442,0.0,3,1.360163391203516,0.461565266,-17.86592207,56.16544555,0.06195304686,0.02673213601,-0.053502104069999994
302,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0277804140656642,-0.0740369516290778,-0.0285696480169749,0.0,3,3.0147849189821216,45.30683956,10.857086970000001,-49.0074344,0.06585315434,-0.008287763121,0.060964123270000004
303,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.02780684642919,-0.0741073959217791,-0.0285968313167056,0.0,3,13.081115937500641,44.85753912,6.471788458,49.55261438,-0.08091090155,-0.001640444049,-0.007306928549
304,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0278332787927159,-0.0741778402144804,-0.0286240146164363,0.0,3,0.9316159374998123,-59.347024579999996,-52.75582308,23.73389421,0.07888301042,0.01042341974,-0.03191278777
305,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0278597111562417,-0.0742482845071817,-0.028651197916167,0.0,3,0.9320835300935087,-76.44551419,7.821600965,29.41088777,0.08030807984,-0.006930833831999999,-0.03286064002
306,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0278861435197676,-0.074318728799883,-0.0286783812158977,0.0,3,0.9415349189812939,-51.85968508,63.061857499999995,18.650013570000002,0.06974200526,-0.03719876288,-0.03182333804
307,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0279125758832934,-0.0743891730925843,-0.0287055645156284,0.0,3,0.9594805208331457,-7.900743052,83.75805557,-5.394543988000001,0.03931315294,-0.06945411708,-0.02608823255
308,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0279390082468192,-0.0744596173852856,-0.0287327478153591,0.0,3,0.9866738078701828,8.896858831,64.9075425,-36.32009027,-0.006053807714,-0.08634164008999999,-0.01119852868
309,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0279654406103451,-0.074530061677987,-0.0287599311150898,0.0,2,91.13979302083315,-398.78867230000003,-56.99986367,-52.83327173,0.06730953683,-0.1028082075,-0.01645298749
310,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0279918729738709,-0.0746005059706883,-0.0287871144148205,0.0,1,97.0,0.0,0.0,0.0,0.0,0.0,0.0
311,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0280183053373968,-0.0746709502633896,-0.0288142977145512,0.0,1,193.0,0.0,0.0,0.0,0.0,0.0,0.0
312,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0280447377009226,-0.0747413945560909,-0.0288414810142819,0.0,3,173.7638694097226,46.12270885,31.0628611,44.49983427,-0.12762052329999998,-0.04399950616,-0.05604890983
313,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0280711700644485,-0.0748118388487922,-0.0288686643140127,0.0,2,49.81163098379694,10.546772269999998,383.3094665,-87.03278444,-0.0027053585549999997,-0.3200313047,0.06337479259
314,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0280976024279743,-0.0748822831414935,-0.0288958476137434,0.0,2,153.64226524305565,2.03301673,397.2537681,-36.58377088,-0.1037239445,-0.07055713882,0.04414778546
315,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0281240347915002,-0.0749527274341948,-0.0289230309134741,0.0,3,8.922169178241381,3.511738684,-66.9561167,34.93678559,0.02736024661,0.08375874919,0.008256855522
316,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.028150467155026,-0.0750231717268961,-0.0289502142132048,0.0,2,16.045033761574715,-326.3126429,228.81607889999998,59.20160189,0.1021011604,-0.10956529440000001,-0.04968800697
317,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0281768995185519,-0.0750936160195974,-0.0289773975129355,0.0,3,46.27881501157389,54.9166295,63.56695162,13.794649549999999,-0.0018224289739999999,-0.10185823640000001,0.02259624592
318,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0282033318820777,-0.0751640603122987,-0.0290045808126662,0.0,2,9.350012928240554,-227.01998759999998,-330.8352145,-29.58073659,0.08436255457,0.005935312397,-0.028133301689999998
319,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0282297642456036,-0.0752345046050001,-0.0290317641123969,0.0,3,24.274985150463053,28.21811667,37.0395242,-48.322442069999994,0.051466912100000005,-0.0504104329,0.04873526321
320,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0282561966091294,-0.0753049488977014,-0.0290589474121276,0.0,3,12.678832372685,-63.58329347,-31.49323845,34.306551060000004,0.01820757945,0.07772693178,-0.035007835279999996
321,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0282826289726552,-0.0753753931904027,-0.0290861307118583,0.0,3,4.905091631945084,-87.82686367000001,-10.123985750000001,8.658073374,0.08102557729000001,0.01046747382,-0.024861450669999997
322,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0283090613361811,-0.075445837483104,-0.029113314011589,0.0,3,56.48401408564851,-26.24052295,68.5606477,-29.0662811,0.0467322642,-0.0464645061,0.043364233360000004
323,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0283354936997069,-0.0755162817758053,-0.0291404973113197,0.0,1,70.0,0.0,0.0,0.0,0.0,0.0,0.0
